-1.0344643686642492,0
-0.7721478668442617,1
0.718914354027246,2
0.5062999262363088,3
-0.7914764511888923,4
-0.32759042691775664,5
-0.2234618206005614,6
-0.4626565427195459,7
-0.4717488001226273,8
-0.48264630698712896,9
-0.5222986375452316,10
-0.4343174119323795,11
-0.6865498504608973,12
1.1717554729585928,13
-0.5597101575387611,14
-0.38283954306385237,15
-0.5371353584826573,16
-0.41376491713213603,17
-0.4142153469303145,18
-0.5876979476697863,19
0.20808748206200733,20
-0.4390988677099985,21
-0.45296398261745563,22
-0.46130668142193143,23
-0.3757121093226128,24
-0.30820489064417056,25
-0.5099556202093469,26
-0.5116721825809057,27
-0.35724018178623473,28
-0.123057608136937,29
-0.48078040483846674,30
-0.5482017555784144,31
-0.42576010957368293,32
-0.5650558917232189,33
-0.33504573802211424,34
-0.416794533571372,35
-0.4666824996334099,36
-0.49292572846828986,37
-0.44627007961880105,38
-0.45096913694804786,39
-0.5431238654056381,40
-0.005217252312666787,41
-0.29590604897543016,42
-0.5013465241948293,43
-0.5381899776253184,44
-0.46209192534053756,45
-0.39587743354971117,46
-0.66390779451433,47
1.0916799092451228,48
-0.4780771701315031,49
-0.12441149515947059,50
-0.4374837771826501,51
-0.39201813747601444,52
-0.33320492046548267,53
-0.41949981778100043,54
-0.41576485432152854,55
-0.3687803739955957,56
-0.47483120257889744,57
-0.7514386693321574,58
-0.6778059670668978,59
-0.4801826972527783,60
-0.18895970159726505,61
-0.4889802442099407,62
-0.49075862608661747,63
-0.4220836258911662,64
-0.33920612805145944,65
-0.606495526950004,66
-0.3055006162381789,67
-0.45687475185249304,68
-0.4255063492874934,69
-0.5241114587772758,70
-0.5468173385875661,71
-0.310558108317888,72
-0.6478926817716361,73
-0.5191274936852633,74
-0.3669546893478759,75
-0.47436003102524216,76
-0.3265456660692334,77
-0.3587038945796497,78
-0.39239590785112766,79
-0.5531826184829459,80
-0.25441792904165483,81
-0.40018717501380807,82
-0.4108548829041294,83
-0.5348061421764732,84
-0.3501845391183859,85
-0.358043855809034,86
-0.6355223877910725,87
-0.9461051259459377,88
-0.5674871120650495,89
-0.6092355130823748,90
-0.3074389398978229,91
-0.5397261132867408,92
-0.4366137263919827,93
-0.7307294718200532,94
-0.4936091603064592,95
-0.372843668300467,96
-0.6482240289318297,97
-0.3646530504141249,98
-0.26445060825314215,99
-0.3356226238290426,100
-0.6213542286635321,101
-0.6471726920047987,102
-0.41390968876850576,103
0.00025968839588874637,104
-0.3971974134347316,105
-0.500742188690178,106
-0.3334043968002285,107
-0.9439513694046787,108
-0.5957745346995069,109
-0.4231725008231694,110
-0.2607389666736458,111
-0.34955734921929804,112
-0.28340204512109235,113
-0.4483897799471509,114
-0.625029727718273,115
-0.3087220469622839,116
-0.4696134795248169,117
-0.38351396446358654,118
-0.5705557916223296,119
-0.5123251301196546,120
-0.28765757166174966,121
-0.3910048780118851,122
-0.3768236245811909,123
-0.394961019368256,124
-0.4345107970073975,125
-0.46213305104494795,126
0.25411942608752325,127
-0.21739540634268228,128
-0.4487262924989772,129
0.0738134516057598,130
-0.4780752781801253,131
-0.4583937835429781,132
-0.31594426867710523,133
-0.7245167125664218,134
-0.4901209569551074,135
-0.5085958800409477,136
-0.5064941161955641,137
-0.3514843758849915,138
-0.2860364807825597,139
-0.5650558917232189,140
0.16160683875706194,141
-0.5515949133403513,142
-0.29820441210002946,143
-0.4188986952218736,144
-0.45238534806533914,145
-0.43015441404165133,146
-0.7051881282217912,147
-0.5789310540563288,148
-0.45525070768126985,149
-0.4273707688993429,150
-0.35178114997942445,151
-0.3808206323293749,152
-0.3631871027497928,153
-0.5954718618127915,154
-0.3855761799516486,155
-0.33489542126239447,156
